Campaign name,Ad Group Name,Ad Name,Date,Cost,CPC (Destination),CPM,Impression,Clicks (Destination),CTR (Destination),Conversions,CPA,Currency
K | ABO | 20-01-2023 | testing,Ad group 20240120100325,Konten VT remake.mp4_2024-01-20 10:04:30,2024-01-26,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 20-01-2023 | testing,Ad group 20240120100325,Konten VT remake.mp4_2024-01-20 10:04:30,2024-01-27,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 20-01-2023 | testing,Ad group 20240120100325,Konten VT remake.mp4_2024-01-20 10:04:30,2024-01-28,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 20-01-2023 | testing,Ad group 20240120100325,Konten VT remake.mp4_2024-01-20 10:04:30,2024-01-29,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 25-01-2024 | scale out,Ad group 20240125091935,Konten VT remake.mp4_2024-01-25 09:20:24,2024-01-25,27263,5452,12465,2187,5,0.23,0,0,IDR
K | ABO | 25-01-2024 | scale out,Ad group 20240125091935,Konten VT remake.mp4_2024-01-25 09:20:24,2024-01-26,51837,3987,12463,4159,13,0.31,1,51837,IDR
K | ABO | 25-01-2024 | scale out,Ad group 20240125091935,Konten VT remake.mp4_2024-01-25 09:20:24,2024-01-27,36348,2596,14176,2564,14,0.55,0,0,IDR
K | ABO | 25-01-2024 | scale out,Ad group 20240125091935,Konten VT remake.mp4_2024-01-25 09:20:24,2024-01-28,39444,1714,12992,3036,23,0.76,0,0,IDR
K | ABO | 25-01-2024 | scale out,Ad group 20240125091935,Konten VT remake.mp4_2024-01-25 09:20:24,2024-01-29,66157,5513,16898,3915,12,0.31,1,66157,IDR
K | ABO | 25-01-2024 | scale out,Ad group 20240125091935,Konten VT remake.mp4_2024-01-25 09:20:24,2024-01-30,20055,4011,14564,1377,5,0.36,0,0,IDR
K | ABO | 25-01-2024 | scale out,Ad group 20240125091935,Konten VT remake.mp4_2024-01-25 09:20:24,2024-01-31,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 25-01-2024 | scale out,Ad group 20240125091935,Konten VT remake.mp4_2024-01-25 09:20:24,2024-02-01,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 25-01-2024 | scale out,Ad group 20240125091935,Konten VT remake.mp4_2024-01-25 09:20:24,2024-02-02,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 25-01-2024 | scale out,Ad group 20240125091935,Konten VT remake.mp4_2024-01-25 09:20:24,2024-02-03,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 25-01-2024 | scale out,Ad group 20240125091935,Konten VT remake.mp4_2024-01-25 09:20:24,2024-02-04,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 28-10-2023 | testing,Ad group 20231028011016,LEWAT TERUS.mov_2023-10-28 13:11:51,2023-10-28,9114,4557,11913,765,2,0.26,0,0,IDR
K | ABO | 28-10-2023 | testing,Ad group 20231028011016,LEWAT TERUS.mov_2023-10-28 13:11:51,2023-10-29,27869,1990,5182,5378,14,0.26,0,0,IDR
K | ABO | 28-10-2023 | testing,Ad group 20231028011016,LEWAT TERUS.mov_2023-10-28 13:11:51,2023-10-30,23821,2977,9179,2595,8,0.31,0,0,IDR
K | ABO | 28-10-2023 | testing,Ad group 20231028011016,LEWAT TERUS.mov_2023-10-28 13:11:51,2023-10-31,30527,3052,9803,3114,10,0.32,0,0,IDR
K | ABO | 28-10-2023 | testing,Ad group 20231028011016,LEWAT TERUS.mov_2023-10-28 13:11:51,2023-11-01,8302,8302,11546,719,1,0.14,0,0,IDR
K | ABO | 28-10-2023 | testing,Ad group 20231028011016,LEWAT TERUS.mov_2023-10-28 13:11:51,2023-11-02,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 28-10-2023 | testing,Ad group 20231028011016,LEWAT TERUS.mov_2023-10-28 13:11:51,2023-11-03,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 28-10-2023 | testing,Ad group 20231028011016,LEWAT TERUS.mov_2023-10-28 13:11:51,2023-11-04,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 28-10-2023 | testing,Ad group 20231028011016,LEWAT TERUS.mov_2023-10-28 13:11:51,2023-11-05,0,0,0,0,0,0.0,0,0,IDR
#RAMADHAN ZYMUNO,K | ABO | 12-03-2024 | Ramadhan,LP 12 MARET JANGAN SKIP .mov_2024-03-12 13:31:39,2024-03-12,3345,3345,8896,376,1,0.27,0,0,IDR
#RAMADHAN ZYMUNO,K | ABO | 12-03-2024 | Ramadhan,LP 12 MARET JANGAN SKIP .mov_2024-03-12 13:31:39,2024-03-13,26470,2205,8779,3015,12,0.4,0,0,IDR
#RAMADHAN ZYMUNO,K | ABO | 12-03-2024 | Ramadhan,LP 12 MARET JANGAN SKIP .mov_2024-03-12 13:31:39,2024-03-14,0,0,0,0,0,0.0,0,0,IDR
#RAMADHAN ZYMUNO,K | ABO | 12-03-2024 | Ramadhan,LP 12 MARET JANGAN SKIP .mov_2024-03-12 13:31:39,2024-03-15,0,0,0,0,0,0.0,0,0,IDR
#RAMADHAN ZYMUNO,K | ABO | 12-03-2024 | Ramadhan,LP 12 MARET JANGAN SKIP .mov_2024-03-12 13:31:39,2024-03-16,0,0,0,0,0,0.0,0,0,IDR
#RAMADHAN ZYMUNO,K | ABO | 12-03-2024 | Ramadhan,LP 12 MARET JANGAN SKIP .mov_2024-03-12 13:31:39,2024-03-17,0,0,0,0,0,0.0,0,0,IDR
#RAMADHAN ZYMUNO,K | ABO | 12-03-2024 | Ramadhan,LP 12 MARET JANGAN SKIP .mov_2024-03-12 13:31:39,2024-03-18,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 18-03-2024 | testing,K | ABO | 18-03-2024 | testing,LP 12 MARET PROGRAM RAMADHAN 14 HARI .mov_2024-03-18 14:51:25,2024-03-18,32183,2011,11209,2871,16,0.56,0,0,IDR
K | ABO | 18-03-2024 | testing,K | ABO | 18-03-2024 | testing,LP 12 MARET PROGRAM RAMADHAN 14 HARI .mov_2024-03-18 14:51:25,2024-03-19,99213,2755,13705,7239,36,0.5,0,0,IDR
K | ABO | 18-03-2024 | testing,K | ABO | 18-03-2024 | testing,LP 12 MARET PROGRAM RAMADHAN 14 HARI .mov_2024-03-18 14:51:25,2024-03-20,15228,2538,20169,755,6,0.79,0,0,IDR
K | ABO | 18-03-2024 | testing,K | ABO | 18-03-2024 | testing,LP 12 MARET PROGRAM RAMADHAN 14 HARI .mov_2024-03-18 14:51:25,2024-03-21,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 18-03-2024 | testing,K | ABO | 18-03-2024 | testing,LP 12 MARET PROGRAM RAMADHAN 14 HARI .mov_2024-03-18 14:51:25,2024-03-22,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 18-03-2024 | testing,K | ABO | 18-03-2024 | testing,LP 12 MARET PROGRAM RAMADHAN 14 HARI .mov_2024-03-18 14:51:25,2024-03-23,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 18-03-2024 | testing,K | ABO | 18-03-2024 | testing,LP 12 MARET PROGRAM RAMADHAN 14 HARI .mov_2024-03-18 14:51:25,2024-03-24,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 18-03-2024 | testing,K | ABO | 18-03-2024 | testing,LP 12 MARET PROGRAM RAMADHAN 14 HARI .mov_2024-03-18 14:51:25,2024-03-25,0,0,0,0,0,0.0,0,0,IDR
#ISU RAMADHAN,K | ABO | 15-03-2024 | testing,LP 12 MARET_HANYA 140 RB.mov_2024-03-14 14:45:16,2024-03-14,3,0,3000,1,0,0.0,0,0,IDR
#ISU RAMADHAN,K | ABO | 15-03-2024 | testing,LP 12 MARET_HANYA 140 RB.mov_2024-03-14 14:45:16,2024-03-15,30079,10026,10906,2758,3,0.11,0,0,IDR
#ISU RAMADHAN,K | ABO | 15-03-2024 | testing,LP 12 MARET_HANYA 140 RB.mov_2024-03-14 14:45:16,2024-03-16,7731,7731,11967,646,1,0.15,0,0,IDR
#ISU RAMADHAN,K | ABO | 15-03-2024 | testing,LP 12 MARET_HANYA 140 RB.mov_2024-03-14 14:45:16,2024-03-17,4391,548,7093,619,8,1.29,0,0,IDR
#ISU RAMADHAN,K | ABO | 15-03-2024 | testing,LP 12 MARET_HANYA 140 RB.mov_2024-03-14 14:45:16,2024-03-18,15607,2229,9042,1726,7,0.41,0,0,IDR
#ISU RAMADHAN,K | ABO | 15-03-2024 | testing,LP 12 MARET_HANYA 140 RB.mov_2024-03-14 14:45:16,2024-03-19,6754,6754,11486,588,1,0.17,0,0,IDR
#ISU RAMADHAN,K | ABO | 15-03-2024 | testing,LP 12 MARET_HANYA 140 RB.mov_2024-03-14 14:45:16,2024-03-20,1663,0,9187,181,0,0.0,0,0,IDR
#ISU RAMADHAN,K | ABO | 15-03-2024 | testing,LP 12 MARET_HANYA 140 RB.mov_2024-03-14 14:45:16,2024-03-21,0,0,0,0,0,0.0,0,0,IDR
#ISU RAMADHAN,K | ABO | 15-03-2024 | testing,LP 12 MARET_HANYA 140 RB.mov_2024-03-14 14:45:16,2024-03-22,0,0,0,0,0,0.0,0,0,IDR
#ISU RAMADHAN,K | ABO | 15-03-2024 | testing,LP 12 MARET_HANYA 140 RB.mov_2024-03-14 14:45:16,2024-03-23,0,0,0,0,0,0.0,0,0,IDR
#ISU RAMADHAN,K | ABO | 15-03-2024 | testing,LP 12 MARET_HANYA 140 RB.mov_2024-03-14 14:45:16,2024-03-26,18260,9130,13456,1357,2,0.15,0,0,IDR
#ISU RAMADHAN,K | ABO | 15-03-2024 | testing,LP 12 MARET_HANYA 140 RB.mov_2024-03-14 14:45:16,2024-03-27,22130,4426,11389,1943,5,0.26,0,0,IDR
#ISU RAMADHAN,K | ABO | 15-03-2024 | testing,LP 12 MARET_HANYA 140 RB.mov_2024-03-14 14:45:16,2024-03-28,7884,0,12261,643,0,0.0,0,0,IDR
#ISU RAMADHAN,K | ABO | 15-03-2024 | testing,LP 12 MARET_HANYA 140 RB.mov_2024-03-14 14:45:16,2024-03-29,4976,1244,12726,391,4,1.02,0,0,IDR
#ISU RAMADHAN,K | ABO | 15-03-2024 | testing,LP 12 MARET_HANYA 140 RB.mov_2024-03-14 14:45:16,2024-03-30,5366,5366,7547,711,1,0.14,0,0,IDR
#ISU RAMADHAN,K | ABO | 15-03-2024 | testing,LP 12 MARET_HANYA 140 RB.mov_2024-03-14 14:45:16,2024-03-31,5665,5665,9505,596,1,0.17,0,0,IDR
#ISU RAMADHAN,K | ABO | 15-03-2024 | testing,LP 12 MARET_HANYA 140 RB.mov_2024-03-14 14:45:16,2024-04-01,8406,1401,8422,998,6,0.6,0,0,IDR
#ISU RAMADHAN,K | ABO | 15-03-2024 | testing,LP 12 MARET_HANYA 140 RB.mov_2024-03-14 14:45:16,2024-04-02,8022,2674,7926,1012,3,0.3,0,0,IDR
#ISU RAMADHAN,K | ABO | 15-03-2024 | testing,LP 12 MARET_HANYA 140 RB.mov_2024-03-14 14:45:16,2024-04-03,4722,1574,9133,517,3,0.58,1,4722,IDR
#ISU RAMADHAN,K | ABO | 15-03-2024 | testing,LP 12 MARET_HANYA 140 RB.mov_2024-03-14 14:45:16,2024-04-04,5157,1719,8681,594,3,0.51,1,5157,IDR
#ISU RAMADHAN,K | ABO | 15-03-2024 | testing,LP 12 MARET_HANYA 140 RB.mov_2024-03-14 14:45:16,2024-04-05,9522,1058,7079,1345,9,0.67,0,0,IDR
#ISU RAMADHAN,K | ABO | 15-03-2024 | testing,LP 12 MARET_HANYA 140 RB.mov_2024-03-14 14:45:16,2024-04-06,24301,2209,8237,2950,11,0.37,1,24301,IDR
#ISU RAMADHAN,K | ABO | 15-03-2024 | testing,LP 12 MARET_HANYA 140 RB.mov_2024-03-14 14:45:16,2024-04-07,29567,2274,7344,4026,13,0.32,0,0,IDR
#ISU RAMADHAN,K | ABO | 15-03-2024 | testing,LP 12 MARET_HANYA 140 RB.mov_2024-03-14 14:45:16,2024-04-08,93122,4048,9816,9486,23,0.24,3,31040,IDR
#ISU RAMADHAN,K | ABO | 15-03-2024 | testing,LP 12 MARET_HANYA 140 RB.mov_2024-03-14 14:45:16,2024-04-09,148969,3633,7651,19468,41,0.21,4,37242,IDR
#ISU RAMADHAN,K | ABO | 15-03-2024 | testing,LP 12 MARET_HANYA 140 RB.mov_2024-03-14 14:45:16,2024-04-10,174369,3289,7485,23293,53,0.23,2,87184,IDR
#ISU RAMADHAN,K | ABO | 15-03-2024 | testing,LP 12 MARET_HANYA 140 RB.mov_2024-03-14 14:45:16,2024-04-11,200226,2200,7182,27876,91,0.33,2,100113,IDR
#ISU RAMADHAN,K | ABO | 15-03-2024 | testing,LP 12 MARET_HANYA 140 RB.mov_2024-03-14 14:45:16,2024-04-12,200462,3579,11409,17570,56,0.32,5,40092,IDR
#ISU RAMADHAN,K | ABO | 15-03-2024 | testing,LP 12 MARET_HANYA 140 RB.mov_2024-03-14 14:45:16,2024-04-13,209521,4029,8558,24481,52,0.21,2,104760,IDR
#ISU RAMADHAN,K | ABO | 15-03-2024 | testing,LP 12 MARET_HANYA 140 RB.mov_2024-03-14 14:45:16,2024-04-14,154595,3513,9415,16419,44,0.27,0,0,IDR
#ISU RAMADHAN,K | ABO | 15-03-2024 | testing,LP 12 MARET_HANYA 140 RB.mov_2024-03-14 14:45:16,2024-04-15,184301,4286,9647,19103,43,0.23,2,92150,IDR
#ISU RAMADHAN,K | ABO | 15-03-2024 | testing,LP 12 MARET_HANYA 140 RB.mov_2024-03-14 14:45:16,2024-04-16,241811,4836,11367,21272,50,0.24,3,80603,IDR
#ISU RAMADHAN,K | ABO | 15-03-2024 | testing,LP 12 MARET_HANYA 140 RB.mov_2024-03-14 14:45:16,2024-04-17,225416,5123,12317,18300,44,0.24,4,56354,IDR
#ISU RAMADHAN,K | ABO | 15-03-2024 | testing,LP 13 MARET AGAR TIDAK JOMPO .mov_2024-03-14 14:45:16,2024-03-14,79,0,11285,7,0,0.0,0,0,IDR
#ISU RAMADHAN,K | ABO | 15-03-2024 | testing,LP 13 MARET AGAR TIDAK JOMPO .mov_2024-03-14 14:45:16,2024-03-15,148650,2804,10287,14450,53,0.37,1,148650,IDR
#ISU RAMADHAN,K | ABO | 15-03-2024 | testing,LP 13 MARET AGAR TIDAK JOMPO .mov_2024-03-14 14:45:16,2024-03-16,37796,3436,9387,4026,11,0.27,0,0,IDR
#ISU RAMADHAN,K | ABO | 15-03-2024 | testing,LP 13 MARET AGAR TIDAK JOMPO .mov_2024-03-14 14:45:16,2024-03-17,13191,1648,8208,1607,8,0.5,0,0,IDR
#ISU RAMADHAN,K | ABO | 15-03-2024 | testing,LP 13 MARET AGAR TIDAK JOMPO .mov_2024-03-14 14:45:16,2024-03-18,4970,621,8094,614,8,1.3,0,0,IDR
#ISU RAMADHAN,K | ABO | 15-03-2024 | testing,LP 13 MARET AGAR TIDAK JOMPO .mov_2024-03-14 14:45:16,2024-03-19,0,0,0,0,0,0.0,0,0,IDR
#ISU RAMADHAN,K | ABO | 15-03-2024 | testing,LP 13 MARET AGAR TIDAK JOMPO .mov_2024-03-14 14:45:16,2024-03-20,0,0,0,0,0,0.0,0,0,IDR
#ISU RAMADHAN,K | ABO | 15-03-2024 | testing,LP 13 MARET AGAR TIDAK JOMPO .mov_2024-03-14 14:45:16,2024-03-21,0,0,0,0,0,0.0,0,0,IDR
#ISU RAMADHAN,K | ABO | 15-03-2024 | testing,LP 13 MARET AGAR TIDAK JOMPO .mov_2024-03-14 14:45:16,2024-03-27,14579,0,11616,1255,0,0.0,0,0,IDR
#ISU RAMADHAN,K | ABO | 15-03-2024 | testing,LP 13 MARET AGAR TIDAK JOMPO .mov_2024-03-14 14:45:16,2024-03-28,31284,7821,18402,1700,4,0.24,0,0,IDR
#ISU RAMADHAN,K | ABO | 15-03-2024 | testing,LP 13 MARET AGAR TIDAK JOMPO .mov_2024-03-14 14:45:16,2024-03-29,22624,11312,30245,748,2,0.27,0,0,IDR
#ISU RAMADHAN,K | ABO | 15-03-2024 | testing,LP 13 MARET AGAR TIDAK JOMPO .mov_2024-03-14 14:45:16,2024-03-30,9702,3234,10791,899,3,0.33,0,0,IDR
#ISU RAMADHAN,K | ABO | 15-03-2024 | testing,LP 13 MARET AGAR TIDAK JOMPO .mov_2024-03-14 14:45:16,2024-03-31,13415,4471,14378,933,3,0.32,0,0,IDR
#ISU RAMADHAN,K | ABO | 15-03-2024 | testing,LP 13 MARET AGAR TIDAK JOMPO .mov_2024-03-14 14:45:16,2024-04-01,11144,1592,9016,1236,7,0.57,0,0,IDR
#ISU RAMADHAN,K | ABO | 15-03-2024 | testing,LP 13 MARET AGAR TIDAK JOMPO .mov_2024-03-14 14:45:16,2024-04-02,4937,2468,14227,347,2,0.58,0,0,IDR
#ISU RAMADHAN,K | ABO | 15-03-2024 | testing,LP 13 MARET AGAR TIDAK JOMPO .mov_2024-03-14 14:45:16,2024-04-03,0,0,0,0,0,0.0,0,0,IDR
#ISU RAMADHAN,K | ABO | 15-03-2024 | testing,LP 13 MARET AGAR TIDAK JOMPO .mov_2024-03-14 14:45:16,2024-04-04,0,0,0,0,0,0.0,0,0,IDR
#ISU RAMADHAN,K | ABO | 15-03-2024 | testing,LP 13 MARET AGAR TIDAK JOMPO .mov_2024-03-14 14:45:16,2024-04-05,0,0,0,0,0,0.0,0,0,IDR
#ISU RAMADHAN,K | ABO | 15-03-2024 | testing,LP 13 MARET AGAR TIDAK JOMPO .mov_2024-03-14 14:45:16,2024-04-06,0,0,0,0,0,0.0,0,0,IDR
#ISU RAMADHAN,K | ABO | 19-03-2024 | testing,LP 14 MARET UNTUK APA AJA_ .mov_2024-03-19 12:15:53,2024-03-19,11982,3994,8361,1433,3,0.21,0,0,IDR
#ISU RAMADHAN,K | ABO | 19-03-2024 | testing,LP 14 MARET UNTUK APA AJA_ .mov_2024-03-19 12:15:53,2024-03-20,28561,3570,12604,2266,8,0.35,0,0,IDR
#ISU RAMADHAN,K | ABO | 19-03-2024 | testing,LP 14 MARET UNTUK APA AJA_ .mov_2024-03-19 12:15:53,2024-03-21,92577,5786,12231,7569,16,0.21,1,92577,IDR
#ISU RAMADHAN,K | ABO | 19-03-2024 | testing,LP 14 MARET UNTUK APA AJA_ .mov_2024-03-19 12:15:53,2024-03-22,68273,8534,15192,4494,8,0.18,0,0,IDR
#ISU RAMADHAN,K | ABO | 19-03-2024 | testing,LP 14 MARET UNTUK APA AJA_ .mov_2024-03-19 12:15:53,2024-03-23,26794,3827,19193,1396,7,0.5,0,0,IDR
#ISU RAMADHAN,K | ABO | 19-03-2024 | testing,LP 14 MARET UNTUK APA AJA_ .mov_2024-03-19 12:15:53,2024-03-24,0,0,0,0,0,0.0,0,0,IDR
#ISU RAMADHAN,K | ABO | 19-03-2024 | testing,LP 14 MARET UNTUK APA AJA_ .mov_2024-03-19 12:15:53,2024-03-25,0,0,0,0,0,0.0,0,0,IDR
#ISU RAMADHAN,K | ABO | 19-03-2024 | testing,LP 14 MARET UNTUK APA AJA_ .mov_2024-03-19 12:15:53,2024-03-26,0,0,0,0,0,0.0,0,0,IDR
#ISU RAMADHAN,K | ABO | 19-03-2024 | testing,LP 14 MARET UNTUK APA AJA_ .mov_2024-03-19 12:15:53,2024-03-27,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 20-03-2024 | testing,Ad group 20240320111637,LP 14 MARET UNTUK APA AJA_ .mov_2024-03-20 11:20:20,2024-03-20,63393,3729,11972,5295,17,0.32,0,0,IDR
K | ABO | 20-03-2024 | testing,Ad group 20240320111637,LP 14 MARET UNTUK APA AJA_ .mov_2024-03-20 11:20:20,2024-03-21,78493,1868,7509,10453,42,0.4,1,78493,IDR
K | ABO | 20-03-2024 | testing,Ad group 20240320111637,LP 14 MARET UNTUK APA AJA_ .mov_2024-03-20 11:20:20,2024-03-22,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 20-03-2024 | testing,Ad group 20240320111637,LP 14 MARET UNTUK APA AJA_ .mov_2024-03-20 11:20:20,2024-03-23,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 20-03-2024 | testing,Ad group 20240320111637,LP 14 MARET UNTUK APA AJA_ .mov_2024-03-20 11:20:20,2024-03-24,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 20-03-2024 | testing,Ad group 20240320111637,LP 14 MARET UNTUK APA AJA_ .mov_2024-03-20 11:20:20,2024-03-25,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 20-03-2024 | testing,Ad group 20240320111637,LP 14 MARET UNTUK APA AJA_ .mov_2024-03-20 11:20:20,2024-03-26,0,0,0,0,0,0.0,0,0,IDR
#ISU RAMADHAN,K | ABO | 19-03-2024 | testing,LP 15 MARET USTAD HAIT B3NDJOLAN.mov_2024-03-19 12:15:53,2024-03-19,169641,1995,12093,14027,85,0.61,1,169641,IDR
#ISU RAMADHAN,K | ABO | 19-03-2024 | testing,LP 15 MARET USTAD HAIT B3NDJOLAN.mov_2024-03-19 12:15:53,2024-03-20,166797,2166,12356,13499,77,0.57,1,166797,IDR
#ISU RAMADHAN,K | ABO | 19-03-2024 | testing,LP 15 MARET USTAD HAIT B3NDJOLAN.mov_2024-03-19 12:15:53,2024-03-21,124063,4771,15744,7880,26,0.33,1,124063,IDR
#ISU RAMADHAN,K | ABO | 19-03-2024 | testing,LP 15 MARET USTAD HAIT B3NDJOLAN.mov_2024-03-19 12:15:53,2024-03-22,104164,3156,18870,5520,33,0.6,1,104164,IDR
#ISU RAMADHAN,K | ABO | 19-03-2024 | testing,LP 15 MARET USTAD HAIT B3NDJOLAN.mov_2024-03-19 12:15:53,2024-03-23,22381,1598,13282,1685,14,0.83,0,0,IDR
#ISU RAMADHAN,K | ABO | 19-03-2024 | testing,LP 15 MARET USTAD HAIT B3NDJOLAN.mov_2024-03-19 12:15:53,2024-03-24,0,0,0,0,0,0.0,0,0,IDR
#ISU RAMADHAN,K | ABO | 19-03-2024 | testing,LP 15 MARET USTAD HAIT B3NDJOLAN.mov_2024-03-19 12:15:53,2024-03-25,0,0,0,0,0,0.0,0,0,IDR
#ISU RAMADHAN,K | ABO | 19-03-2024 | testing,LP 15 MARET USTAD HAIT B3NDJOLAN.mov_2024-03-19 12:15:53,2024-03-26,0,0,0,0,0,0.0,0,0,IDR
#ISU RAMADHAN,K | ABO | 19-03-2024 | testing,LP 15 MARET USTAD HAIT B3NDJOLAN.mov_2024-03-19 12:15:53,2024-03-27,0,0,0,0,0,0.0,0,0,IDR
#ISU RAMADHAN,K | ABO | 19-03-2024 | testing,LP 15 MARET USTAD HAIT B3NDJOLAN.mov_2024-03-19 12:15:53,2024-03-28,0,0,0,0,0,0.0,0,0,IDR
#ISU RAMADHAN,K | ABO | 20-03-2024 | testing,LP 15 MARET USTAD HAIT B3NDJOLAN.mov_2024-03-20 11:10:41,2024-03-20,171710,1996,10982,15635,86,0.55,0,0,IDR
#ISU RAMADHAN,K | ABO | 20-03-2024 | testing,LP 15 MARET USTAD HAIT B3NDJOLAN.mov_2024-03-20 11:10:41,2024-03-21,111687,2939,15975,6991,38,0.54,1,111687,IDR
#ISU RAMADHAN,K | ABO | 20-03-2024 | testing,LP 15 MARET USTAD HAIT B3NDJOLAN.mov_2024-03-20 11:10:41,2024-03-22,79952,5330,26325,3037,15,0.49,1,79952,IDR
#ISU RAMADHAN,K | ABO | 20-03-2024 | testing,LP 15 MARET USTAD HAIT B3NDJOLAN.mov_2024-03-20 11:10:41,2024-03-23,20317,2031,19782,1027,10,0.97,0,0,IDR
#ISU RAMADHAN,K | ABO | 20-03-2024 | testing,LP 15 MARET USTAD HAIT B3NDJOLAN.mov_2024-03-20 11:10:41,2024-03-24,0,0,0,0,0,0.0,0,0,IDR
#ISU RAMADHAN,K | ABO | 20-03-2024 | testing,LP 15 MARET USTAD HAIT B3NDJOLAN.mov_2024-03-20 11:10:41,2024-03-25,0,0,0,0,0,0.0,0,0,IDR
#ISU RAMADHAN,K | ABO | 20-03-2024 | testing,LP 15 MARET USTAD HAIT B3NDJOLAN.mov_2024-03-20 11:10:41,2024-03-26,0,0,0,0,0,0.0,0,0,IDR
#ISU RAMADHAN,K | ABO | 20-03-2024 | testing,LP 15 MARET USTAD HAIT B3NDJOLAN.mov_2024-03-20 11:10:41,2024-03-27,0,0,0,0,0,0.0,0,0,IDR
#ISU RAMADHAN,K | ABO | 20-03-2024 | testing,LP 15 MARET USTAD HAIT B3NDJOLAN.mov_2024-03-20 11:10:41,2024-03-28,0,0,0,0,0,0.0,0,0,IDR
#ISU RAMADHAN,K | ABO | 20-03-2024 | testing,LP 15 MARET USTAD HAIT B3NDJOLAN.mov_2024-03-20 11:10:41,2024-04-05,0,0,0,0,0,0.0,0,0,IDR
K | ABO | 16-04-2024 | scale out,Ad group 20240417085926,LP 16 APR 5 ALASAN.mov_2024-04-17 09:00:51,2024-04-17,4159,1386,11584,359,3,0.84,0,0,IDR
#ISU RAMADHAN,Ad group 20240320091938,LP 19 MARET RAMADHAN BERKAH 14 HARI.mov_2024-03-20 09:20:34,2024-03-20,76922,6410,9810,7841,12,0.15,0,0,IDR
#ISU RAMADHAN,Ad group 20240320091938,LP 19 MARET RAMADHAN BERKAH 14 HARI.mov_2024-03-20 09:20:34,2024-03-21,73999,1423,12115,6108,52,0.85,0,0,IDR
#ISU RAMADHAN,Ad group 20240320091938,LP 19 MARET RAMADHAN BERKAH 14 HARI.mov_2024-03-20 09:20:34,2024-03-22,22537,5634,36765,613,4,0.65,0,0,IDR
#ISU RAMADHAN,Ad group 20240320091938,LP 19 MARET RAMADHAN BERKAH 14 HARI.mov_2024-03-20 09:20:34,2024-03-23,251,0,62750,4,0,0.0,0,0,IDR
#ISU RAMADHAN,Ad group 20240320091938,LP 19 MARET RAMADHAN BERKAH 14 HARI.mov_2024-03-20 09:20:34,2024-03-24,0,0,0,0,0,0.0,0,0,IDR
#ISU RAMADHAN,Ad group 20240320091938,LP 19 MARET RAMADHAN BERKAH 14 HARI.mov_2024-03-20 09:20:34,2024-03-25,0,0,0,0,0,0.0,0,0,IDR
#ISU RAMADHAN,Ad group 20240320091938,LP 19 MARET RAMADHAN BERKAH 14 HARI.mov_2024-03-20 09:20:34,2024-03-26,0,0,0,0,0,0.0,0,0,IDR
#ISU RAMADHAN,Ad group 20240320091938,LP 19 MARET RAMADHAN BERKAH 14 HARI.mov_2024-03-20 09:20:34,2024-03-27,0,0,0,0,0,0.0,0,0,IDR
#ISU RAMADHAN,Ad group 20240320085222,LP 19 MARET UNTUK B3NDJOLAN2  .mov_2024-03-20 08:53:32,2024-03-20,81789,3145,13232,6181,26,0.42,0,0,IDR
#ISU RAMADHAN,Ad group 20240320085222,LP 19 MARET UNTUK B3NDJOLAN2  .mov_2024-03-20 08:53:32,2024-03-21,79623,2095,14035,5673,38,0.67,1,79623,IDR
#ISU RAMADHAN,Ad group 20240320085222,LP 19 MARET UNTUK B3NDJOLAN2  .mov_2024-03-20 08:53:32,2024-03-22,81958,1821,14674,5585,45,0.81,2,40979,IDR
#ISU RAMADHAN,Ad group 20240320085222,LP 19 MARET UNTUK B3NDJOLAN2  .mov_2024-03-20 08:53:32,2024-03-23,98066,1077,7904,12406,91,0.73,0,0,IDR
#ISU RAMADHAN,Ad group 20240320085222,LP 19 MARET UNTUK B3NDJOLAN2  .mov_2024-03-20 08:53:32,2024-03-24,119481,1405,9318,12822,85,0.66,0,0,IDR
#ISU RAMADHAN,Ad group 20240320085222,LP 19 MARET UNTUK B3NDJOLAN2  .mov_2024-03-20 08:53:32,2024-03-25,122635,1727,12527,9789,71,0.73,0,0,IDR
